Nome,Plataforma Principal,Username,URL,Seguidores,Taxa de Engajamento (%),Média de Likes,Verificado,Bio,Palavra-chave Fonte,Data Prospecção,Notas
bemestar,instagram,bemestar,https://www.instagram.com/bemestar/,1235130,0.09,1138,Não,,seed_list,2026-01-18T13:37:42.844136,Necessita verificação manual de engajamento
bemestar,instagram,bemestar,https://www.instagram.com/bemestar/,1235130,0.09,1138,Não,,seed_list,2026-01-18T13:37:42.845148,Necessita verificação manual de engajamento
